track_name,artist_name,genre,lyrics
Live And Let Die,Guns N' Roses,rock,"[pre-chorus]when you were young, and your heart was an open bookyou used to say, ""live and let live""(you know you did, you know you did, you know you did)but if this ever-changing world in which we're livin'makes you give in and cry[chorus]say, ""live and let die""live and let die[post-chorus solo][verse]what does it matter to ya?when you got a job to doyou got to do it wellyou got to give the other fella hell[guitar solo][pre-chorus]you used to say, ""live and let live""(you know you did, you know you did, you know you did)but if this ever-changing world in which we're livin'makes you give in and cry"
Waiting for a Girl like You,Foreigner,rock,"[verse 1]so long, i've been looking too hard, i've waiting too longsometimes i don't know what i will findi only know it's a matter of timewhen you love someonewhen you love someoneit feels so right, so warm and truei need to know if you feel it toomaybe i'm wrongwon't you tell me if i'm coming on too strong?this heart of mine has been hurt beforethis time i want to be sure[chorus]i've been waiting for a girl like youto come into my lifei've been waiting for a girl like youa love that will survivei've been waiting for someone newto make me feel aliveyeah, waiting for a girl like youto come into my life[verse 2]you're so goodwhen we make love it's understoodit's more than a touch or a word we sayonly in dreams could it be this waywhen you love someoneyeah, really love someonenow, i know it's rightfrom the moment i wake up till deep in the nightthere's no where on earth that i'd rather bethan holding you, tenderly"
White Rabbit,Jefferson Airplane,rock,[verse 1]one pill makes you largerand one pill makes you smalland the ones that mother gives youdon't do anything at allgo ask alicewhen she's ten feet tall[verse 2]and if you go chasing rabbitsand you know you're going to falltell 'em a hookah smoking caterpillarhas given you the call...call alicewhen she was just small[verse 3]when the men on the chessboardget up and tell you where to goand you've just had some kind of mushroomand your mind is moving lowgo ask alicei think she'll know[verse 4]when logic and proportionhave fallen sloppy deadand the white knight is talking backwardsand the red queen's off with her headremember what the dormouse saidfeed your headfeed your head
Burnin' for You,Blue Öyster Cult,rock,"

[verse 1: buck dharma]
home in the valley, home in the city
home isn't pretty, ain't no home for me
home in the darkness, home on the highway
home isn't my way, home i'll never be

[pre-chorus: buck dharma]
burn out the day
burn out the night
i can't see no reason to put up a fight
i'm livin' for givin' the devil his due

[chorus: buck dharma]
an' i'm burnin', i'm burnin', i'm burnin' for you
i'm burnin', i'm burnin', i'm burnin' for you!

[verse 2: buck dharma]
time is the essence, time is the season
time ain't no reason, got no time to slow
time everlasting, time to play b-sides
time ain't on my side, time i'll never know

[pre-chorus: buck dharma]
burn out the day
burn out the night
i'm not the one to tell you what's wrong and what's right
i've seen signs of what a prison their lives went through

[chorus: buck dharma]
and i'm burnin', i'm burnin', i'm burnin' for you
i'm burnin', i'm burnin', i'm burnin' for you!

[guitar solo]

[pre-chorus: buck dharma]
burn out the day
burn out the night
i can't see no reason to put up a fight
i'm livin' for givin' the devil his due

[chorus: buck dharma]
an' i'm burnin', i'm burnin', i'm burnin' for you
i'm burnin', i'm burnin', i'm burnin' for you
i'm burnin', i'm burnin', i'm burnin' for you
i'm burnin', i'm burnin', i'm burnin' for you!

"
Sinner,Deaf Havana,rock,"[verse 1]i'm so pathetic for ever thinking i'd changewhen there are pieces of my past that i conveniently erasedi fell in over my head, you wouldn't understandand now my brain is just a tired messof all the things i've abandoned[pre-chorus]and you should knowyou never were an exceptioni think i shut you out as a form of protectionnow there's an empty spacethat's growing in my head and in my homestarting to show, i thought you should know[chorus]you can fall to your knees and pray'cause i'm a sinner nowand i won't be savedi've been lying to you more each day'cause i'm a sinner nowin all my sins i've foundthey won't wash away[verse 2]i let you down, it's what i always do besti found my way under your skin and somehow crept into your chestthere's all the hours i wasted trying hard to fool youwell, they were never enoughnever enough to hide all the pain i put you through(wash away your sins)"
Still Counting,Volbeat,rock,"[verse 1]counting all the assholes in the roomwell, i'm definitely not alone, well, i'm not aloneyou're a liar, you're a cheater, you're a foolwell, that's just like me yoo-hoo and i know you toomr. perfect don't exist my little friendand i tell you it all again, and i'd do it againcounting all the assholes in the roomwell, i'm definitely not alone, well, i'm not alone, zah[instrumental bridge][verse 2]look deep into yourself before you blameall others for betrayal, now for betrayali promise, so easy to sayand easy you fail and you'd do it again[chorus]well, the music seems to coverand the liquid do the colorswell, i turn my back andgo for all the better things in order[verse 3]well, maybe you think your lie is safebut i read you like a letter, yeah like a letteryour charm do not evens the painit fills me with rage, and you'd do it again"
Crazy Crazy Nights,KISS,rock,"[intro]whoow!here's a little song for everybody out there[verse 1]people try to take my soul awaybut i don't hear the rap that they all saythey try to tell us we don't belongthat's alright, we're millions strongthis is my music, it makes me proudthese are my people and this is my crowd[chorus]these are crazy, crazy, crazy, crazy nightsthese are crazy, crazy, crazy, crazy nights[verse 2]sometimes days are so hard to survivea million ways to bury you alivethe sun goes down like a bad bad dreamyou're wound up tight, gotta let off steamthey say they can break you again and againif life is a radio, turn up to ten[chorus]these are crazy, crazy, crazy, crazy nightsthese are crazy, crazy, crazy, crazy nightsyeah, woo!"
She's a Devil,Top Cats,rock,[verse 1]my baby is cold as stoneshe got me trapped i was never toldthat love could be so cruelshe got me hypnotizedby sugar lips and a killer smilei don't know what to do[pre-chorus]i wanna run awaybut she got me on the leashim not putting up a fight[chorus]for the devil by my sideno kiss from my honeyno tears in her eyesno soul in my darlingshe's a devil in disguiseshe fills me with hollyno matter how hard i tryeyes made of stardustbut a devil in disguise[post-chorus]she's the devil (devil in disguise)she's the devil (devil in disguise)she's the devil (devil in disguise)oooh devil in disguise
Bohemian Rhapsody - Remastered 2011,Queen,rock,"[intro]is this the real life? is this just fantasy?caught in a landslide, no escape from realityopen your eyes, look up to the skies and seei'm just a poor boy, i need no sympathybecause i'm easy come, easy go, little high, little lowany way the wind blows doesn't really matter to me, to me[verse 1]mama, just killed a manput a gun against his head, pulled my trigger, now he's deadmama, life had just begunbut now i've gone and thrown it all awaymama, ooh, didn't mean to make you cryif i'm not back again this time tomorrowcarry on, carry on as if nothing really matters[verse 2]too late, my time has comesends shivers down my spine, body's aching all the timegoodbye, everybody, i've got to gogotta leave you all behind and face the truthmama, ooh (any way the wind blows)i don't want to diei sometimes wish i'd never been born at all"
Everlong,Foo Fighters,rock,"

[verse 1]
hello, i've waited here for you
everlong
tonight, i throw myself into
and out of the red
out of her head, she sang

come down, and waste away with me
down with me
slow how you wanted it to be
i'm over my head, out of her head she sang

[pre-chorus]
and i wonder when i sing along with you

[chorus]
if everything could ever feel this real forever
if anything could ever be this good again
the only thing i'll ever ask of you
you've got to promise not to stop when i say when
she sang

[verse 2]
breathe out, so i can breathe you in
hold you in
and now i know you've always been
and out of your head, out of my head i sang

[pre-chorus]
and i wonder when i sing along with you

[chorus]
if everything could ever feel this real forever
if anything could ever be this good again
the only thing i'll ever ask of you
you've got to promise not to stop when i say when
she sang

[instrumental break with whispering voices]

[bridge]
and i wonder...

[chorus]
if everything could ever feel this real forever
if anything could ever be this good again
the only thing i'll ever ask of you
you've got to promise not to stop when i say when

"
